hostname,default_flag,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,sy_dist
CoRoT-18,0,Transit,2011,CoRoT,1.90008625,,15.05,1366,764.889
CoRoT-18,1,Transit,2011,CoRoT,1.9000693,0.0295,14.68,1550,764.889
CoRoT-19,1,Transit,2011,CoRoT,3.89713,0.0518,14.46,2000,790.663
CoRoT-19,0,Transit,2011,CoRoT,3.89712026,,13.493,1470,790.663
CoRoT-19,0,Transit,2011,CoRoT,3.89713,0.0512,13.339,1630,790.663
CoRoT-19,0,Transit,2011,CoRoT,3.89713,0.05166,14.46,,790.663
CoRoT-19,0,Transit,2011,CoRoT,3.897131,,,,790.663
CoRoT-2,0,Transit,2008,CoRoT,1.74301433,,16.923,1410,213.283
CoRoT-2,0,Transit,2008,CoRoT,1.7429935,0.02835,16.365,1521,213.283
CoRoT-2,0,Transit,2008,CoRoT,1.74299673,,,,213.283
CoRoT-2,0,Transit,2008,CoRoT,1.7429964,0.0281,16.421,,213.283
CoRoT-2,0,Transit,2008,CoRoT,1.74299906,,,,213.283
CoRoT-2,0,Transit,2008,CoRoT,1.742997,,,,213.283
CoRoT-2,0,Transit,2008,CoRoT,1.7429975,,15.85,1535,213.283
CoRoT-2,0,Transit,2008,CoRoT,1.74299673,0.0281,16.432,,213.283
CoRoT-2,0,Transit,2008,CoRoT,1.7429935,0.02854,16.477,1548,213.283
CoRoT-2,1,Transit,2008,CoRoT,1.7429935,0.02798,16.432,,213.283
CoRoT-2,0,Transit,2008,CoRoT,1.74299609,,16.533,,213.283
CoRoT-20,0,Transit,2011,CoRoT,9.24285,0.0892,13.002,1100,844.061
CoRoT-20,0,Transit,2011,CoRoT,9.24285,0.0902,9.42,1002,844.061
CoRoT-20,0,Transit,2011,CoRoT,9.24318,0.0891,11.209,1024,844.061
CoRoT-20,0,Transit,2011,CoRoT,9.24285,0.0901,9.416,,844.061
CoRoT-20,0,Transit,2011,CoRoT,9.24323029,,15.397,935,844.061
CoRoT-20,1,Transit,2011,CoRoT,9.24285,0.09,,,844.061
CoRoT-20,1,Radial Velocity,2018,Multiple Observatories,1675,2.9,,,844.061
CoRoT-21,0,Transit,2012,CoRoT,2.72474,0.0416,14.572,,
CoRoT-21,1,Transit,2012,CoRoT,2.72474,0.0417,14.572,,
CoRoT-22,1,Transit,2014,CoRoT,9.75598,0.092,4.88,885,627.158
CoRoT-23,0,Transit,2011,CoRoT,3.6313,0.04809,13.227,1710,1060.97
CoRoT-23,0,Transit,2011,CoRoT,3.6313,0.0484,11.769,,1060.97
CoRoT-23,1,Transit,2011,CoRoT,3.6313,0.048,11.77,1660,1060.97
CoRoT-24,1,Transit,2014,CoRoT,5.1134,0.056,3.7,1070,591.555
CoRoT-24,1,Transit,2014,CoRoT,11.759,0.098,5,850,591.555
CoRoT-25,0,Transit,2013,CoRoT,4.86069,0.05789,12.106,,1103.48
CoRoT-25,1,Transit,2013,CoRoT,4.86069,0.0578,12.11,1330,1103.48
CoRoT-26,1,Transit,2013,CoRoT,4.20474,0.0526,14.12,1600,1045.18
CoRoT-26,0,Transit,2013,CoRoT,4.20474,0.0525,14.123,,1045.18
CoRoT-27,0,Transit,2014,CoRoT,3.57532,0.0467,11.287,,1010.28
CoRoT-27,1,Transit,2014,CoRoT,3.57532,0.0476,11.287,1500,1010.28
CoRoT-28,1,Transit,2015,CoRoT,5.20851,0.0603,10.705,,766.183
CoRoT-28,0,Transit,2015,CoRoT,5.20851,0.059,10.705,,766.183
CoRoT-29,1,Transit,2015,CoRoT,2.85057,0.0386,10.088,,806.507
CoRoT-29,0,Transit,2015,CoRoT,2.85057,0.039,10.088,,806.507
CoRoT-29,0,Transit,2015,CoRoT,2.8505615,,,,806.507
CoRoT-3,0,Transit,2008,CoRoT,4.2567994,0.0574,11.321,,768.771
CoRoT-3,0,Transit,2008,CoRoT,,,,,768.771
CoRoT-3,0,Transit,2008,CoRoT,4.2567994,0.05694,11.135,,768.771
CoRoT-3,0,Transit,2008,CoRoT,4.2567994,0.05783,11.624,1695,768.771
CoRoT-3,1,Transit,2008,CoRoT,4.2568,,11.32,,768.771
CoRoT-30,1,Transit,2020,CoRoT,9.06005,0.0844,11.31,,1032.23
CoRoT-31,1,Transit,2020,CoRoT,4.62941,0.0586,16.365,,2005.76
CoRoT-35,1,Transit,2022,CoRoT,3.22748,0.0429,18.831,1747,1123.21
CoRoT-36,1,Transit,2022,CoRoT,5.616531,0.066,15.805,1567,925.958
CoRoT-4,0,Transit,2008,CoRoT,9.20205,0.09025,13.339,,726.412
CoRoT-4,0,Transit,2008,CoRoT,9.20164964,,13.437,964,726.412
CoRoT-4,0,Transit,2008,CoRoT,9.20205,0.0912,13.002,1058,726.412
CoRoT-4,1,Transit,2008,CoRoT,9.20205,0.09,13.34,1074,726.412
CoRoT-5,0,Transit,2009,CoRoT,4.0379156,0.0495,14.079,1397,882.472
CoRoT-5,0,Transit,2009,CoRoT,4.0379156,,,,882.472
CoRoT-5,0,Transit,2009,CoRoT,4.0378962,0.04963,15.558,,882.472
CoRoT-5,1,Transit,2009,CoRoT,4.0378962,0.04947,15.558,1438,882.472
CoRoT-5,0,Transit,2009,CoRoT,4.03790124,,18.383,1351,882.472
CoRoT-5,0,Transit,2009,CoRoT,4.0378962,0.05004,13.249,1348,882.472
CoRoT-6,0,Transit,2009,CoRoT,8.8866287,,,,645.294
CoRoT-6,1,Transit,2009,CoRoT,8.886593,0.0855,13.068,1017,645.294
CoRoT-6,0,Transit,2009,CoRoT,8.886593,0.0854,13.07,,645.294
CoRoT-6,0,Transit,2009,CoRoT,8.886593,0.0855,13.283,1025,645.294
CoRoT-7,0,Transit,2009,CoRoT,0.85359165,0.017,,,159.906
CoRoT-7,0,Transit,2009,CoRoT,0.853585,0.017,,,159.906
CoRoT-7,1,Transit,2009,CoRoT,0.85359163,,1.681,,159.906
CoRoT-7,0,Transit,2009,CoRoT,0.854,,1.58,,159.906
CoRoT-7,0,Transit,2009,CoRoT,0.853585,0.0172,1.68,,159.906
CoRoT-7,0,Transit,2009,CoRoT,0.85359159,0.017016,1.585,1756,159.906
CoRoT-7,0,Transit,2009,CoRoT,0.8535,,1.528,,159.906
CoRoT-7,0,Transit,2009,CoRoT,0.853585,0.0169,1.861,1910,159.906
CoRoT-7,0,Radial Velocity,2009,CoRoT,3.697,,,,159.906
CoRoT-7,0,Radial Velocity,2009,CoRoT,3.7,0.045,,,159.906
CoRoT-7,1,Radial Velocity,2009,CoRoT,3.698,0.046,,,159.906
CoRoT-7,1,Radial Velocity,2022,La Silla Observatory,8.966,,,,159.906
CoRoT-8,0,Transit,2010,CoRoT,6.21229,0.0633,7.981,922,322.037
CoRoT-8,0,Transit,2010,CoRoT,6.212445,0.0636,6.938,870,322.037
CoRoT-8,0,Transit,2010,CoRoT,6.212381,0.06339,6.389,,322.037
CoRoT-8,1,Transit,2010,CoRoT,6.21229,0.063,6.39,,322.037
CoRoT-9,0,Transit,2009,CoRoT,95.272656,0.4029,11.949,,412.98
CoRoT-9,0,Transit,2009,CoRoT,95.2738,0.407,11.77,,412.98
CoRoT-9,0,Transit,2009,CoRoT,95.272725,,,,412.98
CoRoT-9,0,Transit,2009,CoRoT,95.2738,0.4027,11.624,413,412.98
CoRoT-9,1,Transit,2009,CoRoT,95.272656,0.4021,11.949,420,412.98
CoRoTID 223977153,1,Transit,2017,CoRoT,6.71837,0.071,6.389,938,576.683
CoRoTID 223977153,0,Transit,2017,CoRoT,6.7183678,,,,576.683
DE CVn,1,Eclipse Timing Variations,2018,Multiple Facilities,4098.1,5.75,,,30.5225
DENIS-P J082303.1-491201,1,Astrometry,2013,Paranal Observatory,246.36,0.36,,,
DH Tau,1,Imaging,2004,Subaru Telescope,,330,,,134.846
DH Tau,0,Imaging,2004,Subaru Telescope,,,30.264,2200,134.846
DMPP-1,1,Radial Velocity,2019,La Silla Observatory,18.57,0.1462,,877,62.5388
DMPP-1,1,Radial Velocity,2019,La Silla Observatory,6.584,0.0733,,1239,62.5388
DMPP-1,1,Radial Velocity,2019,La Silla Observatory,2.882,0.0422,,1632,62.5388
DMPP-1,1,Radial Velocity,2019,La Silla Observatory,5.516,0.0651,,1314,62.5388
DMPP-2,1,Radial Velocity,2019,Multiple Facilities,5.2072,0.0664,,1000,137.94
DMPP-3 A,1,Radial Velocity,2019,La Silla Observatory,6.6732,0.0662,,854,45.23
DMPP-3 A,0,Radial Velocity,2019,La Silla Observatory,6.6736,0.0662,,854,45.23
DP Leo,0,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,8693,8.6,,,305.684
DP Leo,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,10220,8.19,,,305.684
DS Tuc A,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.138268,,5.7,850,44.0622
DS Tuc A,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.1387,,5.63,,44.0622
DS Tuc A,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),8.13822434,,6.496,837,44.0622
EPIC 201170410,1,Transit,2020,K2,6.7987,0.0349,1.047,,
EPIC 201238110,1,Transit,2019,K2,28.1656,,1.87,,159.259
EPIC 201238110,0,Transit,2019,K2,28.1696,,2.2,,159.259
EPIC 201427007,1,Transit,2021,K2,0.72091,,1.5,,706.391
EPIC 201497682,1,Transit,2019,K2,2.13174,,0.692,,253.026
EPIC 201595106,1,Transit,2021,K2,0.877214,,1.3,,232.1
EPIC 201595106,0,Transit,2021,K2,0.877183,,1.406,,232.1
EPIC 201595106,0,Transit,2021,K2,0.87703,,1.2,1874,232.1
K2-166,1,Transit,2019,K2,3.80464,,1.22,,476.882
K2-16,1,Transit,2019,K2,2.71578,,1.03,,334.967
EPIC 201757695,1,Transit,2020,K2,2.0478,0.0296,0.908,,
K2-50,1,Transit,2019,K2,3.96151,,1,,257.443
K2-50,0,Transit,2019,K2,3.96165,,1.48,,257.443
EPIC 201841433,0,Transit,2019,K2,4.16888,,1.41,,436.488
EPIC 201841433,1,Transit,2019,K2,4.1698,0.035,1.04,,436.488
EPIC 201841433,0,Transit,2019,K2,4.16959,,1.1,,436.488
K2-168,1,Transit,2019,K2,8.050722,,1.31,961,243.935
K2-168,0,Transit,2019,K2,8.0516,,1.62,,243.935
K2-168,0,Transit,2019,K2,8.0468,,1.18,,243.935
EPIC 206024342,1,Transit,2019,K2,4.50756,,1.7,,369.888
EPIC 206024342,0,Transit,2019,K2,4.50717,,1.44,,369.888
EPIC 206024342,0,Transit,2021,K2,0.9116567,,1.35,,369.888
EPIC 206024342,0,Transit,2021,K2,0.911618,,1.16,,369.888
EPIC 206024342,1,Transit,2021,K2,0.911724,,1.4,,369.888
EPIC 206024342,0,Transit,2021,K2,14.641541,,2.94,,369.888
EPIC 206024342,0,Transit,2021,K2,14.637,,4,,369.888
EPIC 206024342,0,Transit,2021,K2,14.6435,,2.52,,369.888
EPIC 206024342,1,Transit,2021,K2,14.647531,,2.6,,369.888
EPIC 206032309,1,Transit,2019,K2,2.87814,,1.01,,161.365
EPIC 206042996,1,Transit,2019,K2,5.2986,,1.7,,451.769
EPIC 206042996,0,Transit,2019,K2,5.29711,,1.62,,451.769
EPIC 206042996,0,Transit,2019,K2,5.29853,,3.32,,451.769
EPIC 206042996,0,Transit,2021,K2,0.35490972,,1.45,,451.769
EPIC 206042996,1,Transit,2021,K2,0.354884,,1.2,,451.769
EPIC 206215704,0,Transit,2019,K2,2.25558,,2,,109.888
EPIC 206215704,1,Transit,2019,K2,2.255436,,1,,109.888
EPIC 206215704,0,Transit,2019,K2,2.25372,,0.9,,109.888
EPIC 206317286,0,Transit,2019,K2,1.58316,,1.22,,314.35
EPIC 206317286,1,Transit,2019,K2,1.58252,,0.96,,314.35
EPIC 206317286,0,Transit,2022,K2,17.5125,,2.15,,314.35
EPIC 206317286,0,Transit,2022,K2,17.501662,,2.63,,314.35
EPIC 206317286,1,Transit,2022,K2,17.515472,,2.094,,314.35
EPIC 211822797,0,Transit,2016,K2,21.1595,,,,186.197
EPIC 211822797,0,Transit,2016,K2,21.169619,,2.2,,186.197
EPIC 211822797,0,Transit,2016,K2,21.169861,0.131,1.98,,186.197
EPIC 211822797,0,Transit,2016,K2,21.17623917,,,,186.197
EPIC 211822797,0,Transit,2016,K2,21.1686,,2.18,,186.197
EPIC 211822797,1,Transit,2016,K2,21.1701963,0.1195,1.92,431,186.197
EPIC 211945201,0,Transit,2018,K2,19.50735025,,,,181.69
EPIC 211945201,0,Transit,2018,K2,19.491795,,5.847,,181.69
EPIC 211945201,0,Transit,2018,K2,19.49213,0.148,6.12,886,181.69
EPIC 211945201,1,Transit,2018,K2,19.49221,0.1493,5.76,817,181.69
EPIC 211945201,0,Transit,2018,K2,19.491,,,,181.69
EPIC 211945201,0,Transit,2018,K2,19.49183,,5.96,,181.69
EPIC 211945201,0,Transit,2018,K2,19.492132,,6,,181.69
EPIC 211945201,0,Transit,2018,K2,19.4921473,,5.507,662,181.69
EPIC 211945201,0,Transit,2018,K2,19.491965,,6.8,,181.69
EPIC 212297394,0,Transit,2019,K2,2.28896,,1.83,,418.395
EPIC 212297394,1,Transit,2019,K2,2.289363,,1.48,1149,418.395
EPIC 212297394,0,Transit,2019,K2,2.28943,,1.323,,418.395
EPIC 212297394,0,Transit,2016,K2,5.21378,,2.29,,418.395
EPIC 212297394,0,Transit,2016,K2,5.213,,,,418.395
EPIC 212297394,1,Transit,2016,K2,5.213965,,2.27,866,418.395
EPIC 212424622,0,Transit,2019,K2,18.0971,,2.21,,611.804
EPIC 212424622,1,Transit,2019,K2,18.0983,,2.17,,611.804
EPIC 212499991,1,Transit,2019,K2,34.885,,1.6,,283.29
EPIC 212587672,0,Transit,2019,K2,15.2841,,1.39,,320.07
EPIC 212587672,0,Transit,2019,K2,15.2841,,1.12,,320.07
EPIC 212587672,1,Transit,2019,K2,15.28078,,1.26,756,320.07
EPIC 212587672,0,Transit,2016,K2,23.226,,,,320.07
EPIC 212587672,0,Transit,2016,K2,23.24110566,,,,320.07
EPIC 212587672,0,Transit,2016,K2,23.226001,,2.245,,320.07
EPIC 212587672,0,Transit,2016,K2,23.2259,,2.31,,320.07
EPIC 212587672,0,Transit,2016,K2,23.226,,2.3,,320.07
EPIC 212587672,1,Transit,2016,K2,23.228555,,2.32,658,320.07
EPIC 212624936,1,Transit,2021,K2,0.578657,,1.2,,561.929
EPIC 212624936,1,Transit,2021,K2,11.811437,,2.3,,561.929
EPIC 212624936,0,Transit,2021,K2,11.81387,,2.67,,561.929
EPIC 212737443,0,Transit,2019,K2,13.603,,,,336.25
EPIC 212737443,0,Transit,2019,K2,13.60697954,,,,336.25
EPIC 212737443,1,Transit,2019,K2,13.603,0.098,2.586,536,336.25
EPIC 212737443,1,Transit,2019,K2,65.55,0.28,2.69,316,336.25
EPIC 220492298,1,Transit,2021,K2,0.762406,,0.99,,624.512
K2-282,0,Transit,2019,K2,0.70531,,1.48,,496.289
K2-282,1,Transit,2019,K2,0.70531,,1.6,,496.289
K2-282,0,Transit,2019,K2,0.705386,,1.73,,496.289
EPIC 220674823,0,Transit,2016,K2,0.571285,,1.816,,244.59
EPIC 220674823,0,Transit,2016,K2,0.571292,0.0116,1.52,2333,244.59
EPIC 220674823,1,Transit,2016,K2,0.571212,,1.6,,244.59
EPIC 220674823,0,Transit,2016,K2,0.571331,0.0134,1.82,2119,244.59
EPIC 220674823,0,Transit,2016,K2,0.571336,,1.8,,244.59
EPIC 220674823,0,Transit,2016,K2,0.571308,,1.46,,244.59
EPIC 220674823,0,Transit,2016,K2,0.571336,0.01312,1.82,2063,244.59
EPIC 220674823,0,Transit,2016,K2,0.571,,1.712,,244.59
EPIC 220674823,0,Transit,2016,K2,0.571299,,1.669,,244.59
EPIC 220674823,0,Transit,2016,K2,13.339079,0.1091,2.73,741,244.59
EPIC 220674823,0,Transit,2016,K2,13.341245,,2.53,,244.59
EPIC 220674823,0,Transit,2016,K2,13.339746,,2.705,,244.59
EPIC 220674823,0,Transit,2016,K2,13.3387,0.1071,2.77,722,244.59
EPIC 220674823,1,Transit,2016,K2,13.334615,,2.2,,244.59
EPIC 220674823,0,Transit,2016,K2,13.338687,,2.8,,244.59
EPIC 220674823,0,Transit,2016,K2,13.33877,,3.79,,244.59
EPIC 220674823,0,Transit,2016,K2,13.3397,0.105,2.5,774,244.59
EPIC 228836835,1,Transit,2021,K2,0.728113,,1.1,,150.124
EPIC 228836835,0,Transit,2021,K2,0.72813,,1.27,932,150.124
EPIC 246851721,1,Transit,2018,K2,6.180235,0.07229,11.781,1401,372.632
EPIC 246851721,0,Transit,2018,K2,6.1802675,,13.274,1330,372.632
EPIC 248847494,1,Transit,2018,K2,3650,4.5,12.442,183,551.886
EPIC 249893012,1,Transit,2020,K2,3.5951,0.047,1.95,1616,321.296
EPIC 249893012,1,Transit,2020,K2,15.624,0.13,3.67,990,321.296
EPIC 249893012,1,Transit,2020,K2,35.747,0.22,3.94,752,321.296
FU Tau,1,Imaging,2008,Spitzer Space Telescope,,800,,2375,
G 264-012,1,Radial Velocity,2021,Calar Alto Observatory,2.30538,0.02279,,587,16.009
G 264-012,1,Radial Velocity,2021,Calar Alto Observatory,8.0518,0.0525,,387,16.009
G 9-40,1,Transit,2019,K2,5.746007,0.0385,2.025,456,27.9276
G 9-40,0,Transit,2019,K2,5.7459945,,2.061,393,27.9276
G 9-40,0,Transit,2019,K2,5.745912,,,,27.9276
GJ 1002,1,Radial Velocity,2022,Multiple Observatories,10.3465,0.0457,,231,4.84867
GJ 1002,1,Radial Velocity,2022,Multiple Observatories,21.202,0.0738,,182,4.84867
GJ 1061,1,Radial Velocity,2020,La Silla Observatory,3.204,0.021,,,3.67278
GJ 1061,1,Radial Velocity,2020,La Silla Observatory,6.689,0.035,,,3.67278
GJ 1061,1,Radial Velocity,2020,La Silla Observatory,13.031,0.054,,,3.67278
GJ 1132,0,Transit,2015,Cerro Tololo Inter-American Observatory,1.6289287,0.01533,1.43,644,12.613
GJ 1132,1,Transit,2015,Cerro Tololo Inter-American Observatory,1.628931,0.0153,1.13,529,12.613
GJ 1132,0,Transit,2015,Cerro Tololo Inter-American Observatory,1.62893,,1.16,409,12.613
GJ 1132,0,Transit,2015,Cerro Tololo Inter-American Observatory,1.6289322,,1.215,546,12.613
GJ 1132,0,Transit,2015,Cerro Tololo Inter-American Observatory,,,,,12.613
GJ 1132,1,Radial Velocity,2018,La Silla Observatory,8.929,0.0476,,300,12.613
GJ 1148,1,Radial Velocity,2010,W. M. Keck Observatory,41.38,0.166,,,11.0143
GJ 1148,0,Radial Velocity,2010,W. M. Keck Observatory,41.397,0.163506,,,11.0143
GJ 1148,0,Radial Velocity,2010,W. M. Keck Observatory,41.375,0.1686,,,11.0143
GJ 1148,0,Radial Velocity,2017,Calar Alto Observatory,535.9,0.9302,,,11.0143
GJ 1148,1,Radial Velocity,2017,Calar Alto Observatory,532.58,0.912,,,11.0143
GJ 1151,1,Radial Velocity,2023,Multiple Facilities,389.7,0.5714,,,8.03625
GJ 1214,0,Transit,2009,MEarth Project,1.58040482,,2.65,,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.58040494,,,,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.5803925,,2.678,555,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.58040465,,,,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.58040456,0.01411,2.847,,14.6427
GJ 1214,1,Transit,2009,MEarth Project,1.58040433,0.0149,2.742,596,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.5804043,,2.61,,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.58040487,,2.74,547,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.5804049,,2.64,,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.58040417,,,604,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.58040481,,,,14.6427
GJ 1214,0,Transit,2009,MEarth Project,,,,,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.58040835,,,,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.58040454,,,,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.58040482,,2.27,,14.6427
GJ 1214,0,Transit,2009,MEarth Project,1.58040481,,,,14.6427
GJ 1252,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.5182418,,,,20.373
GJ 1252,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.5182416,0.00915,1.18,,20.373
GJ 1252,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.51823846,,1.14,1019,20.373
GJ 1252,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.5182349,0.00916,1.193,1089,20.373
GJ 1265,1,Radial Velocity,2018,Calar Alto Observatory,3.6511,0.026,,,10.2525
GJ 143,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),35.589,0.1932,,,16.32
GJ 143,0,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),35.61344463,,2.629,393,16.32
GJ 143,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),35.61253,0.1915,2.61,422,16.32
GJ 15 A,0,Radial Velocity,2014,W. M. Keck Observatory,11.4433,0.0717,,550,3.56228
GJ 15 A,1,Radial Velocity,2014,W. M. Keck Observatory,11.4407,0.072,,,3.56228
GJ 15 A,0,Radial Velocity,2014,W. M. Keck Observatory,11.4432,0.0732,,,3.56228
GJ 15 A,1,Radial Velocity,2018,Roque de los Muchachos Observatory,7600,5.4,,,3.56228
GJ 160.2,1,Radial Velocity,2014,Multiple Observatories,5.2354,0.053,,,25.8557
GJ 163,1,Radial Velocity,2013,La Silla Observatory,8.63182,0.0607,,,15.1285
GJ 163,1,Radial Velocity,2013,La Silla Observatory,25.63058,0.1254,,,15.1285
GJ 163,1,Radial Velocity,2013,La Silla Observatory,603.95116,1.0304,,,15.1285
GJ 179,1,Radial Velocity,2009,W. M. Keck Observatory,2288,2.41,,,12.356
GJ 179,0,Radial Velocity,2009,W. M. Keck Observatory,2333,2.523,,,12.356
GJ 180,1,Radial Velocity,2014,Multiple Observatories,17.133,0.092,,,11.9407
GJ 180,0,Radial Velocity,2014,Multiple Observatories,17.38,0.103,,,11.9407
GJ 180,1,Radial Velocity,2014,Multiple Observatories,24.329,0.129,,,11.9407
GJ 180,1,Radial Velocity,2020,Multiple Facilities,106.3,0.309,,,11.9407
GJ 2030,1,Radial Velocity,2022,Multiple Observatories,2.38128933,0.034411,,,37.0788
GJ 2030,1,Radial Velocity,2022,Multiple Observatories,25533.11353,16.763449,,,37.0788
GJ 2056,1,Radial Velocity,2020,Multiple Observatories,69.971,0.283,,,28.4434
GJ 229,1,Radial Velocity,2020,Multiple Facilities,121.932676,0.384214,,,5.75624
GJ 229,0,Radial Velocity,2020,Multiple Facilities,121.995,0.339,,,5.75624
GJ 229,0,Radial Velocity,2014,Multiple Observatories,526.115,0.898,,,5.75624
GJ 229,1,Radial Velocity,2014,Multiple Observatories,579.4749467,1.086215,,,5.75624
GJ 229,0,Radial Velocity,2014,Multiple Observatories,471,0.97,,,5.75624
GJ 251,1,Radial Velocity,2020,W. M. Keck Observatory,14.238,0.0818,,351,5.58057
GJ 27.1,1,Radial Velocity,2014,Multiple Observatories,15.819,0.101,,,23.6062
GJ 273,1,Radial Velocity,2017,La Silla Observatory,18.6498,0.091101,,,5.921535
GJ 273,1,Radial Velocity,2017,La Silla Observatory,4.7234,0.036467,,,5.921535
GJ 3021,1,Radial Velocity,2000,La Silla Observatory,133.71,0.49,,350,17.5559
GJ 3082,1,Radial Velocity,2020,Multiple Facilities,11.949,0.079,,,16.6186
GJ 3090,0,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.85310081,,2.127,650,22.4751
GJ 3090,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),2.853136,0.03165,2.13,693,22.4751
GJ 3138,1,Radial Velocity,2017,La Silla Observatory,1.22003,0.0197,,,28.4712
GJ 3138,1,Radial Velocity,2017,La Silla Observatory,5.974,0.057,,,28.4712
GJ 3138,1,Radial Velocity,2017,La Silla Observatory,257.8,0.698,,,28.4712
GJ 317,0,Radial Velocity,2007,W. M. Keck Observatory,692.9,0.95,,,15.1968
GJ 317,1,Radial Velocity,2007,W. M. Keck Observatory,695.66,1.151,,,15.1968
GJ 317,0,Radial Velocity,2007,W. M. Keck Observatory,692,1.15,,,15.1968
GJ 317,0,Radial Velocity,2007,W. M. Keck Observatory,695.36,1.18,,,15.1968
GJ 317,0,Radial Velocity,2018,W. M. Keck Observatory,5312,,,,15.1968
GJ 317,0,Radial Velocity,2018,W. M. Keck Observatory,10000,25,,,15.1968
GJ 317,0,Radial Velocity,2018,W. M. Keck Observatory,7500,5.78,,,15.1968
GJ 317,1,Radial Velocity,2018,W. M. Keck Observatory,6739.323,5.23,,,15.1968
GJ 3222,1,Radial Velocity,2022,Multiple Observatories,10.6666864,0.091179,,,18.23817
GJ 328,1,Radial Velocity,2013,McDonald Observatory,4100,4.5,,,20.5266
GJ 3293,0,Radial Velocity,2015,La Silla Observatory,30.6,0.1434,,,20.1903
GJ 3293,1,Radial Velocity,2015,La Silla Observatory,30.5987,0.14339,,,20.1903
GJ 3293,0,Radial Velocity,2015,La Silla Observatory,123.75,0.364,,,20.1903
GJ 3293,1,Radial Velocity,2015,La Silla Observatory,122.6196,0.36175,,,20.1903
GJ 3293,1,Radial Velocity,2017,La Silla Observatory,48.1345,0.19394,,,20.1903
GJ 3293,1,Radial Velocity,2017,La Silla Observatory,13.2543,0.08208,,,20.1903
GJ 3323,1,Radial Velocity,2017,La Silla Observatory,5.3636,0.03282,,,5.37484
GJ 3323,1,Radial Velocity,2017,La Silla Observatory,40.54,0.1264,,,5.37484
GJ 3341,1,Radial Velocity,2015,La Silla Observatory,14.207,0.089,,,23.619
GJ 338 B,1,Radial Velocity,2020,Calar Alto Observatory,24.422,0.142,,,6.33256
GJ 338 B,0,Radial Velocity,2020,Calar Alto Observatory,24.45,0.141,,391,6.33256
GJ 3470,0,Radial Velocity,2012,La Silla Observatory,3.336649,0.03596,4.32,,29.4214
GJ 3470,0,Radial Velocity,2012,La Silla Observatory,3.3366413,,,,29.4214
GJ 3470,0,Radial Velocity,2012,La Silla Observatory,3.336665,,,,29.4214
GJ 3470,1,Radial Velocity,2012,La Silla Observatory,3.3366496,0.0355,4.57,594,29.4214
GJ 3470,0,Radial Velocity,2012,La Silla Observatory,3.3366859,,4.363,703,29.4214
GJ 3470,0,Radial Velocity,2012,La Silla Observatory,3.336649,,,,29.4214
GJ 3470,0,Radial Velocity,2012,La Silla Observatory,3.33665,0.03557,4.83,,29.4214
GJ 3470,0,Radial Velocity,2012,La Silla Observatory,3.3366487,0.031,3.88,604,29.4214
GJ 3470,0,Radial Velocity,2012,La Silla Observatory,3.336649,,3.88,615,29.4214
GJ 3470,0,Radial Velocity,2012,La Silla Observatory,3.33714,0.0348,4.2,615,29.4214
GJ 3473,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.1980035,0.01589,1.264,773,27.3644
GJ 3473,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.19799593,,1.122,705,27.3644
GJ 3473,1,Radial Velocity,2020,Multiple Observatories,15.509,0.0876,,329,27.3644
GJ 3512,0,Radial Velocity,2019,Calar Alto Observatory,203.59,0.338,,,9.48637
GJ 3512,1,Radial Velocity,2019,Calar Alto Observatory,203.69,0.337,,,9.48637
GJ 3512,1,Radial Velocity,2020,Multiple Observatories,1599.6,1.292,,,9.48637
GJ 357,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.93072,0.035,1.217,525,9.44181
